"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"TATAMOTORS","EQ","17-Jul-2006","        739.45","        739.80","        739.80","        691.00","        696.00","        695.35","        712.24","    1618162","          1152527483.90","-"
"TATAMOTORS","EQ","18-Jul-2006","        695.35","        700.05","        710.00","        683.00","        685.50","        688.95","        693.16","    2329313","          1614579352.00","-"
"TATAMOTORS","EQ","19-Jul-2006","        688.95","        699.00","        700.00","        655.35","        658.80","        659.20","        671.49","    2235322","          1501006753.95","-"
"TATAMOTORS","EQ","20-Jul-2006","        659.20","        670.15","        699.50","        670.15","        696.80","        688.60","        691.72","    2842152","          1965967756.20","-"
"TATAMOTORS","EQ","21-Jul-2006","        688.60","        684.80","        720.00","        665.05","        674.15","        672.45","        672.57","    1089247","           732596907.85","-"
"TATAMOTORS","EQ","24-Jul-2006","        672.45","        665.05","        688.00","        652.10","        686.80","        684.50","        672.95","    1467935","           987853945.20","-"
"TATAMOTORS","EQ","25-Jul-2006","        684.50","        696.00","        707.75","        690.25","        701.00","        701.75","        700.36","    2754561","          1929174617.85","-"
"TATAMOTORS","EQ","26-Jul-2006","        701.75","        705.00","        732.90","        705.00","        726.95","        728.80","        718.69","    3102633","          2229840442.20","-"
"TATAMOTORS","EQ","27-Jul-2006","        728.80","        728.00","        743.55","        721.50","        737.95","        738.75","        734.79","    2412462","          1772646441.15","-"
"TATAMOTORS","EQ","28-Jul-2006","        738.75","        740.00","        749.00","        718.00","        725.55","        728.60","        731.83","    1920177","          1405242485.35","-"
"TATAMOTORS","EQ","31-Jul-2006","        728.60","        737.00","        749.00","        735.00","        738.05","        742.05","        744.23","     876664","           652443931.70","-"
"TATAMOTORS","EQ","01-Aug-2006","        742.05","        735.00","        740.00","        720.00","        732.90","        731.60","        729.62","     946369","           690489688.20","-"
"TATAMOTORS","EQ","02-Aug-2006","        731.60","        738.25","        760.50","        733.05","        759.70","        758.35","        750.73","    1289196","           967838957.60","-"
"TATAMOTORS","EQ","03-Aug-2006","        758.35","        775.00","        789.00","        760.00","        763.75","        768.95","        772.49","    2368411","          1829562445.30","-"
"TATAMOTORS","EQ","04-Aug-2006","        768.95","        773.00","        778.90","        753.55","        758.00","        758.90","        766.97","     909222","           697348818.50","-"
"TATAMOTORS","EQ","07-Aug-2006","        758.90","        764.70","        766.70","        747.15","        748.00","        749.50","        756.83","    1320381","           999302357.40","-"
"TATAMOTORS","EQ","08-Aug-2006","        749.50","        750.00","        770.00","        750.00","        769.00","        767.15","        761.97","     681663","           519405154.95","-"
"TATAMOTORS","EQ","09-Aug-2006","        767.15","        749.50","        801.00","        742.00","        798.00","        793.35","        789.22","    2144165","          1692207690.20","-"
"TATAMOTORS","EQ","10-Aug-2006","        793.35","        792.00","        797.00","        780.10","        789.20","        789.45","        786.92","    1229654","           967640340.55","-"
