"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"TATAMOTORS","EQ","18-Jul-2011","       1033.05","       1035.00","       1046.45","       1012.00","       1012.60","       1014.80","       1026.41","    1667443","          1711486477.80","      56490"
"TATAMOTORS","EQ","19-Jul-2011","       1014.80","       1001.00","       1002.15","        978.00","        985.00","        983.95","        987.82","    3122797","          3084772519.75","     158488"
"TATAMOTORS","EQ","20-Jul-2011","        983.95","        990.00","        995.65","        964.10","        968.05","        968.85","        978.21","    1896414","          1855095273.25","      97273"
"TATAMOTORS","EQ","21-Jul-2011","        968.85","        972.90","        984.95","        962.75","        975.60","        977.00","        977.82","    1342469","          1312697989.50","      49364"
"TATAMOTORS","EQ","22-Jul-2011","        977.00","        987.00","       1005.00","        980.40","        995.00","        996.95","        994.87","    2146720","          2135713837.35","      57131"
"TATAMOTORS","EQ","25-Jul-2011","        996.95","        994.00","       1011.90","        987.10","       1005.15","       1006.40","       1004.06","    1358645","          1364166173.15","      55502"
"TATAMOTORS","EQ","26-Jul-2011","       1006.40","       1007.90","       1013.10","        965.65","        971.00","        973.05","        979.72","    1937010","          1897720551.05","      73368"
"TATAMOTORS","EQ","27-Jul-2011","        973.05","        975.00","        977.85","        948.30","        956.20","        957.70","        958.23","    1736500","          1663962294.35","      57502"
"TATAMOTORS","EQ","28-Jul-2011","        957.70","        951.90","        966.00","        945.45","        948.45","        950.70","        953.64","    1630138","          1554570763.25","      38800"
"TATAMOTORS","EQ","29-Jul-2011","        950.70","        948.90","        955.90","        940.00","        953.00","        948.10","        947.93","    1361433","          1290546953.55","      51149"
"TATAMOTORS","EQ","01-Aug-2011","        948.10","        955.00","        966.95","        950.65","        963.60","        961.50","        960.12","    1147475","          1101708949.00","      44358"
"TATAMOTORS","EQ","02-Aug-2011","        961.50","        955.05","        962.90","        950.00","        957.00","        956.40","        955.34","    1587080","          1516202224.50","      43482"
