"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"TATAMOTORS","EQ","18-Jul-2016","        494.00","        495.00","        505.00","        490.00","        490.75","        492.65","        500.08","    7463954","          3732579056.75","      84910"
"TATAMOTORS","EQ","19-Jul-2016","        492.65","        493.90","        503.50","        493.45","        498.00","        499.25","        498.46","    7665519","          3820991770.50","      90528"
"TATAMOTORS","EQ","20-Jul-2016","        499.25","        496.30","        502.45","        492.45","        493.50","        493.90","        495.33","    5697901","          2822351471.85","      61459"
"TATAMOTORS","EQ","21-Jul-2016","        493.90","        498.45","        500.00","        489.70","        490.65","        491.05","        495.20","    3658371","          1811617520.60","      61330"
"TATAMOTORS","EQ","22-Jul-2016","        491.05","        494.45","        508.45","        493.50","        506.65","        507.20","        499.96","    5588143","          2793827597.75","      87836"
"TATAMOTORS","EQ","25-Jul-2016","        507.20","        505.50","        510.95","        503.35","        508.55","        509.00","        507.46","    4638151","          2353682354.35","      82370"
"TATAMOTORS","EQ","26-Jul-2016","        509.00","        506.05","        513.35","        502.10","        502.95","        503.25","        507.31","    6187499","          3139010714.70","     109884"
"TATAMOTORS","EQ","27-Jul-2016","        503.25","        507.75","        513.05","        505.50","        509.35","        510.10","        509.94","    5193425","          2648343230.30","      79157"
"TATAMOTORS","EQ","28-Jul-2016","        510.10","        510.00","        511.90","        498.75","        508.75","        506.85","        506.28","    6338260","          3208920563.40","      56741"
"TATAMOTORS","EQ","29-Jul-2016","        506.85","        507.80","        510.50","        501.10","        503.35","        503.20","        505.11","    3746332","          1892324650.45","      53241"
"TATAMOTORS","EQ","01-Aug-2016","        503.20","        506.80","        514.90","        505.50","        507.85","        508.25","        509.72","    4748497","          2420412512.15","      46864"
"TATAMOTORS","EQ","02-Aug-2016","        508.25","        510.00","        511.20","        491.15","        494.75","        493.30","        502.94","    5251838","          2641351409.15","      52988"
"TATAMOTORS","EQ","03-Aug-2016","        493.30","        494.50","        499.50","        475.50","        479.30","        478.40","        485.95","    7925049","          3851193355.55","     107700"
"TATAMOTORS","EQ","04-Aug-2016","        478.40","        490.10","        501.45","        488.60","        500.55","        500.00","        497.06","    9476008","          4710165705.25","     106240"
"TATAMOTORS","EQ","05-Aug-2016","        500.00","        507.20","        518.70","        502.15","        517.00","        516.40","        510.16","    6393514","          3261737495.20","      79925"
"TATAMOTORS","EQ","08-Aug-2016","        516.40","        518.20","        522.60","        513.40","        514.55","        514.80","        516.87","    4649302","          2403069792.70","     155581"
"TATAMOTORS","EQ","09-Aug-2016","        514.80","        521.00","        522.00","        509.20","        513.40","        513.80","        514.59","    6015760","          3095645711.25","     233468"
"TATAMOTORS","EQ","10-Aug-2016","        513.80","        515.60","        516.50","        502.30","        503.65","        503.45","        506.07","    6371139","          3224235666.95","     119009"
"TATAMOTORS","EQ","11-Aug-2016","        503.45","        503.75","        505.00","        495.10","        502.40","        503.25","        500.35","    4112806","          2057845094.25","      69675"
"TATAMOTORS","EQ","12-Aug-2016","        503.25","        506.90","        519.50","        506.15","        516.00","        516.80","        515.94","    7167435","          3697950023.30","      93917"
"TATAMOTORS","EQ","16-Aug-2016","        516.80","        512.95","        515.00","        503.30","        506.50","        507.60","        507.50","    6034295","          3062390295.40","      92379"
"TATAMOTORS","EQ","17-Aug-2016","        507.60","        511.10","        514.25","        505.85","        509.40","        510.40","        510.49","    5853980","          2988378055.15","      92335"
"TATAMOTORS","EQ","18-Aug-2016","        510.40","        512.40","        517.90","        510.75","        510.75","        512.05","        513.91","    4990558","          2564688049.00","      41295"
"TATAMOTORS","EQ","19-Aug-2016","        512.05","        514.00","        515.00","        508.20","        509.80","        510.00","        511.24","    4567273","          2334957085.55","      79375"
"TATAMOTORS","EQ","22-Aug-2016","        510.00","        509.10","        513.60","        503.10","        504.00","        503.95","        506.14","    4330313","          2191744108.85","      67141"
"TATAMOTORS","EQ","23-Aug-2016","        503.95","        505.25","        508.60","        500.45","        504.50","        504.00","        504.34","    5342115","          2694228177.10","     109435"
"TATAMOTORS","EQ","24-Aug-2016","        504.00","        504.70","        506.05","        493.60","        498.00","        498.35","        499.34","    5189459","          2591298036.40","      62646"
"TATAMOTORS","EQ","25-Aug-2016","        498.35","        498.35","        503.30","        491.30","        492.80","        493.85","        496.03","    8787262","          4358746299.55","     103088"
"TATAMOTORS","EQ","26-Aug-2016","        493.85","        502.00","        515.35","        486.00","        514.25","        503.75","        503.24","   16347856","          8226957784.10","     178575"
"TATAMOTORS","EQ","29-Aug-2016","        503.75","        522.50","        528.75","        515.40","        525.15","        525.30","        523.82","   12534399","          6565828469.00","     152952"
